Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,chweight,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,100,100,,0.0,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Urban,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7077420199646696,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,100,100,,0.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
Total,2000,Rural,Red River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,1.7952181626551622,,,,,,,,,,,,,,,,,,,,,
