Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,chweight
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,0.0,5.0,0.0,3.0,0,0,100,100,100.0,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,4.0,0.0,0.0,0.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,1.0,2.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Red River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,4.0,0,0,100,0,,2.190622463297768
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.0,1.0,0.0,0.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.0,1.0,0.0,0.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,1.0,0,0,0,0,,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0.9088772793318152
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.0,2.0,0.0,0.0,0,0,0,0,0.0,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.1252766315536762
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.1252766315536762
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.19548849701503135
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.19548849701503135
Total,2011,Urban,Northern Midlands and Mountain,Rich,Other/Missing,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,100,,100.0,0.0,2.0,0.0,0.0,0,0,0,0,0.0,0.19548849701503135
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.0,0.0,0.0,3.0,0,0,100,100,100.0,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.0,0.0,0.0,4.0,0,0,100,100,100.0,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,3.0,0.0,0.0,2.0,0,0,100,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,3.0,0.0,0.0,3.0,0,0,100,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Mong,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,100,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.0,1.0,0.0,4.0,100,0,100,0,100.0,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,3.0,0.0,4.0,0,100,100,0,100.0,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.7249378299432339
Total,2011,Rural,Northern Midlands and Mountain,Middle,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,2.0,0,0,0,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Middle,Mong,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.0,0.0,0.0,4.0,0,0,100,100,100.0,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,1.0,1.0,0.0,4.0,0,0,100,100,100.0,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,3.1053307043837024
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.1053307043837024
Total,2011,Urban,Northern Midlands and Mountain,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,4.0,0.0,3.0,0,0,100,0,,0.39812901221353947
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.39812901221353947
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,0,100,,,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.39812901221353947
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.0,1.0,0.0,2.0,0,0,100,0,0.0,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.9846170526094664
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9846170526094664
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,2.0,2.0,0.0,0.0,0,0,100,0,0.0,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,2.0,0.0,4.0,0,100,100,0,100.0,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.2574726546051632
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,0.2574726546051632
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,3.0,0.0,0.0,1.0,0,0,100,0,0.0,1.341675983775537
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,3.0,0,0,100,0,,1.341675983775537
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.341675983775537
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,6.0,0.0,6.0,0,0,100,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,0.0,0.0,4.0,0,100,100,0,100.0,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,12.0,0.0,0.0,0.0,0,0,100,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,4.0,0.0,3.0,0,0,100,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.0,0.0,0.0,0.0,0,0,0,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,1.0,5.0,0,0,100,0,,0.2836967212779114
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,1.0,0.0,0.0,0.0,0,0,0,0,,0.2836967212779114
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,4.0,0,0,100,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,0.0,0.0,3.0,0,100,0,0,100.0,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,2.0,0,0,100,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,2.0,4.0,0,0,100,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.0603568258871179
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0603568258871179
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.31945681219529515
Total,2011,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,6.0,0.0,3.0,0,0,100,0,,0.31945681219529515
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,5.0,0.0,3.0,0,0,100,0,,0.31945681219529515
